year_harvest	NUMD	IRR	ETP_1	ETP_2	ETP_3	ETP_4	ETP_5	ETP_6	ETP_7	ETP_8	ETP_9	PR_1	PR_2	PR_3	PR_4	PR_5	PR_6	PR_7	PR_8	PR_9	RV_1	RV_2	RV_3	RV_4	RV_5	RV_6	RV_7	RV_8	RV_9	SeqPR_1	SeqPR_2	SeqPR_3	SeqPR_4	SeqPR_5	SeqPR_6	SeqPR_7	SeqPR_8	SeqPR_9	Tn_1	Tn_2	Tn_3	Tn_4	Tn_5	Tn_6	Tn_7	Tn_8	Tn_9	Tx_1	Tx_2	Tx_3	Tx_4	Tx_5	Tx_6	Tx_7	Tx_8	Tx_9
21	82	4	0.454734	0.564155	0.992389	1.87037	2.56067	3.28534	3.85978	2.60616	2.02282	0.867725	2.29359	3.7028	1.78059	1.36264	1.4367	0.250159	1.76301	0.638312	36.7278	39.0103	64.272	120.224	159.221	191.599	221.285	162.064	146.334	0.322581	0.464286	0.806452	0.466667	0.548387	0.433333	0.129032	0.516129	0.2	-2.99471	0.73579	3.9311	5.67712	9.33017	13.5888	14.9101	13.5225	11.2469	1.18919	5.34769	9.30298	12.2797	16.5836	20.1172	22.5314	20.5904	19.6836
24	82	4	0.465851	0.6048	1.21342	2.28864	2.47256	3.25444	3.75348	2.31408	1.95183	2.0128	0.892406	1.45124	0.433342	3.63304	4.15001	2.12751	0.595784	1.64663	33.0789	56.8632	103.494	171.126	170.205	200.31	221.439	156.032	140.578	0.580645	0.357143	0.419355	0.2	0.483871	0.7	0.290323	0.354839	0.333333	1.63279	2.72213	3.58541	4.88606	10.5323	15.1873	16.2945	13.9506	13.23	6.07078	7.54907	10.4241	13.5835	18.1129	22.2303	24.8649	21.7885	22.796
27	82	4	0.376658	0.793559	1.16151	2.24955	2.5655	3.03835	4.03153	2.65392	2.51628	0.990294	0.526293	2.14734	2.02238	2.22923	1.67452	1.70474	0.948907	1.37388	34.0886	76.6344	91.6338	144.349	157.562	185.094	244.329	165.133	168.375	0.612903	0.107143	0.612903	0.4	0.354839	0.333333	0.354839	0.225806	0.0666667	-3.43724	-0.777284	2.83992	6.64772	10.6407	12.1909	15.2538	12.8319	11.9458	1.67951	6.07763	8.42813	14.1341	17.7483	19.2258	23.6031	21.2984	22.1444
29	82	4	0.541913	0.558822	1.1598	2.7632	2.94654	2.73	3.60391	3.1216	1.80714	1.15013	1.58958	1.74571	0.896288	2.26218	2.89176	2.99476	3.70075	1.23242	35.038	36.3765	87.7249	178.992	187.89	157.386	200.592	191.111	117.754	0.258065	0.678571	0.548387	0.333333	0.387097	0.766667	0.419355	0.419355	0.4	-3.61584	1.52038	1.57739	8.63537	8.35872	12.3154	15.1478	14.2577	13.7996	-0.141423	5.1766	7.53321	16.7274	15.2777	18.7304	21.9241	22.4223	21.5271
31	82	4	0.516025	0.840485	1.69403	1.67379	4.2733	3.90343	4.17916	3.12361	2.15064	0.862172	1.63571	2.43852	2.95954	0.508091	2.04	0.922693	1.09532	1.43886	42.675	58.945	113.166	122.297	271.842	237.614	243.15	193.394	147.628	0.387097	0.642857	0.483871	0.533333	0.0967742	0.333333	0.387097	0.322581	0.133333	2.75607	3.92767	6.98869	5.51701	12.351	13.7072	16.5907	15.329	13.1262	6.88012	8.82571	14.6554	12.2828	22.7795	21.9471	25.3142	24.4955	21.4986
38	82	4	0.611	0.916498	1.45003	2.92519	2.83539	4.46519	4.55498	3.11397	2.61287	1.27526	1.6635	0.724209	0.373559	1.63522	0.633252	1.0212	2.52461	0.968178	40.0206	57.4717	108.571	188.291	165.207	241.871	229.606	164.467	152.189	0.290323	0.448276	0.16129	0.0666667	0.387097	0.166667	0.193548	0.419355	0.0666667	2.78849	1.44811	3.90422	7.58927	9.51474	14.4408	15.5718	15.6271	10.9028	6.4557	5.13195	10.3363	15.7274	15.6634	22.6452	23.3007	22.9754	18.6895
43	82	4	0.574085	0.847756	1.12778	1.92885	3.29946	4.01984	3.57712	3.41759	1.68547	2.5406	1.61891	4.35042	2.45626	1.56179	1.51181	4.97312	1.74159	2.73166	38.9607	63.3511	75.5469	127.404	184.81	226.742	188.724	177.844	97.0857	0.612903	0.535714	0.774194	0.6	0.322581	0.3	0.483871	0.387097	0.466667	3.89503	4.1414	7.12054	7.42614	12.6335	14.303	16.8713	17.0144	11.6677	7.61537	8.61352	11.9998	12.5089	20.3204	22.0451	23.9725	24.7171	17.5428
46	82	4	0.658372	1.15274	1.81179	2.42835	3.60226	4.06341	3.48845	2.89253	2.55022	3.32704	0.197435	1.02023	1.86563	1.19115	0.796619	1.33668	3.25243	1.04439	31.186	74.5191	125.868	156.725	222.605	225.604	192.642	156.854	147.389	0.709677	0.137931	0.354839	0.6	0.258065	0.233333	0.483871	0.612903	0.366667	3.76452	4.01438	4.8232	8.40276	10.7335	15.3184	15.9945	17.1789	14.4356	7.41997	9.10128	11.0831	15.2597	18.1234	22.675	23.6971	24.5425	22.0579
49	82	4	0.897139	0.899494	1.64738	3.32538	3.62924	3.62215	3.66347	2.85602	2.29648	1.1201	2.89288	1.85467	0.447401	2.77782	2.20329	2.19061	3.44477	0.7267	41.8409	55.8357	119.18	225.069	203.92	201.564	199.036	163.321	143.597	0.419355	0.535714	0.516129	0.0666667	0.580645	0.533333	0.548387	0.322581	0.133333	6.47273	6.28649	5.23862	10.4152	12.4344	15.4025	15.6957	14.8516	11.8915	10.0011	10.6513	11.4906	21.2719	19.153	22.0033	22.2509	21.7111	19.2394
3	83	3	0.484938	0.728911	1.42731	1.7185	2.92085	3.46443	2.96598	2.61141	1.93236	2.75986	2.43962	0.299711	1.99559	1.02274	1.54776	3.07799	0.771459	2.08983	27.8593	54.0669	124.431	114.277	193.626	220.567	185.453	160.01	129.409	0.511658	0.593352	0.127435	0.705281	0.331843	0.291419	0.368572	0.441073	0.379538	1.33906	4.5263	3.505	8.10908	7.21733	10.8597	11.822	12.3336	12.4927	4.79592	9.7298	11.6997	14.7962	15.3648	19.6546	19.9578	20.2772	21.6428
5	83	3	0.364982	0.554001	1.18459	1.49864	2.27656	2.77501	3.17377	1.96777	1.80775	0.540418	0.253373	1.73119	1.825	2.08086	3.12869	0.778128	3.5487	2.0169	40.7934	69.7759	80.9473	109.055	157.368	162.74	201.068	115.887	110.322	0.250399	0.339816	0.587991	0.5967	0.440434	0.59967	0.268604	0.739061	0.452145	-6.05917	-4.12499	2.82948	5.04112	7.00578	11.7591	12.2632	11.7142	10.7499	-1.97792	0.952705	8.93577	11.9967	14.27	18.0862	20.3011	17.9163	17.4516
6	83	3	0.324389	0.593029	1.02124	1.88701	2.9285	3.03326	3.4447	2.62041	1.90205	0.887321	1.50194	2.17877	1.43626	0.656646	2.86611	0.882403	1.15449	1.6793	31.1379	47.5488	80.084	125.998	190.509	192.245	210.228	166.1	132.68	0.288406	0.424036	0.415842	0.425413	0.292558	0.443234	0.323219	0.379431	0.371287	-0.550757	2.69462	1.51875	5.34139	9.5523	11.0138	12.4451	12.1918	10.4344	2.54413	6.64191	6.19627	11.7895	18.2745	19.0269	21.3979	20.7704	19.5066
11	83	3	0.411747	0.518687	0.908956	2.16913	2.39407	3.14778	3.07767	2.42271	1.86893	1.08075	1.65059	1.84418	1.49373	2.83562	3.24017	2.03061	2.13908	0.394179	26.7147	53.2782	80.825	160.592	165.906	203.889	191.344	151.65	132.389	0.465027	0.638614	0.326413	0.345545	0.634622	0.409571	0.324497	0.573938	0.230693	3.2513	-1.35356	2.04881	3.83788	8.52875	10.3519	13.3478	12.6185	10.2868	6.44139	3.53051	7.73956	12.0971	16.1687	18.1454	21.2144	20.1668	18.9522
12	83	3	0.296237	0.651678	1.02364	1.38495	2.58912	3.8656	2.98908	2.56683	1.89563	2.03746	4.24148	1.93888	2.55199	1.4498	1.92982	2.01776	1.75136	1.63227	23.2694	51.894	78.0827	101.037	177.662	238.064	184.842	165.915	126.915	0.652188	0.827086	0.683168	0.643894	0.221335	0.349505	0.462472	0.417119	0.323432	1.62832	1.07186	0.890381	3.78958	8.98901	12.3916	11.6938	12.2234	10.5148	4.95346	5.5584	5.54887	9.10771	16.0981	20.967	18.7163	21.0764	19.4074
14	83	3	0.325626	0.436699	1.48032	1.85563	2.07522	2.63197	2.72654	2.44967	1.81384	2.14673	1.69061	1.01088	2.14579	1.95114	2.06959	2.03452	1.23512	1.85605	24.5046	46.9357	122.728	116.678	138.044	175.159	164.243	162.168	134.215	0.542638	0.580061	0.353561	0.671287	0.697541	0.481188	0.413606	0.319067	0.291419	0.552103	1.80163	3.12707	5.17391	7.86527	9.22118	12.8743	11.0034	7.74225	3.90896	6.33545	11.4395	10.5858	14.3838	15.9276	19.5971	19.4415	16.3618
15	83	3	0.274989	0.512638	1.38875	1.52371	2.43931	3.45094	2.75401	3.28111	2.05895	0.757565	1.82262	0.303238	2.17134	2.47356	1.05513	1.23852	0.8772	3.12993	30.0024	47.5653	135.319	119.384	167.631	225.12	170.816	200.619	130.966	0.376238	0.48727	0.173746	0.5033	0.523156	0.160396	0.416161	0.254871	0.538614	0.922744	1.21513	0.722593	3.28741	8.38153	11.3811	12.5692	12.7567	10.5301	4.42464	4.75559	9.94863	10.2359	15.3668	19.9403	19.9018	24.1323	19.7816
16	83	3	0.592563	0.678431	0.808919	2.35041	2.75306	3.12453	2.79318	2.7211	1.49851	2.12217	1.92456	1.73076	0.548119	1.4757	2.95885	1.56077	1.79975	4.59653	30.0963	52.9825	74.5434	170.015	186.736	197.929	168.051	177.109	92.2763	0.643564	0.44024	0.394443	0.0689769	0.469499	0.506601	0.511977	0.423187	0.69604	4.07933	2.08816	3.18648	4.57146	7.02848	10.4163	11.6779	11.6986	9.44886	7.92685	7.10516	8.77055	13.9438	15.0917	18.6259	18.4035	21.0286	15.9978
18	83	3	0.604826	0.594382	1.17998	2.53863	2.82783	4.66493	3.87519	3.87713	1.42153	0.868841	1.16792	0.937448	0.407385	0.5658	0.101867	0.866177	0.37602	2.77847	31.619	52.238	109.085	192.254	192.31	267.595	224.997	229.567	106.754	0.429575	0.236941	0.269243	0.177888	0.251677	0.123102	0.285212	0.169275	0.543234	2.86243	1.25007	0.210032	2.86928	8.36938	12.7359	14.1974	12.0249	10.0794	6.17445	5.74609	7.53164	12.2526	17.6975	23.9324	24.668	24.8901	17.9613
19	83	3	0.392517	0.614306	1.04382	1.75879	2.71083	2.22121	3.03641	2.2589	1.79372	2.47523	2.40917	1.49792	1.61858	2.89877	2.28241	1.66547	1.2249	0.684987	32.0282	51.9335	84.5946	133.919	173.819	139.106	182.96	153.72	127.932	0.603322	0.814003	0.638135	0.636304	0.618652	0.520792	0.44778	0.427339	0.220462	1.17494	3.21411	3.91218	3.06186	7.68113	10.3717	12.3465	10.9775	8.15049	4.45087	7.69689	10.0818	10.4561	14.9469	16.3447	19.4502	19.3408	17.4566
21	83	3	0.354691	0.479996	0.880718	1.8111	2.35049	2.75079	2.97958	2.16522	1.82819	1.22699	1.94038	3.69771	1.84261	2.40839	2.03458	0.486041	2.48524	0.506768	31.4541	41.6021	65.5749	125.644	167.12	170.019	185.051	141.504	130.992	0.4794	0.508133	0.813159	0.532343	0.641329	0.305611	0.11977	0.633025	0.254125	-4.333	-1.03955	2.33163	4.33359	7.19765	11.0832	12.004	11.3047	8.86328	-0.498016	3.01836	7.90236	11.2393	15.3227	17.6687	20.047	19.0234	18.5488
24	83	3	0.409529	0.546882	1.35511	2.15741	2.64258	3.13451	3.40351	2.4379	1.94948	2.23984	0.643968	1.49582	1.11957	2.91327	3.19324	0.982386	3.39782	1.52054	31.4956	65.6462	107.407	159.13	180.346	196.351	198.893	140.116	136.281	0.445225	0.330269	0.494091	0.223432	0.581923	0.785149	0.1977	0.653465	0.364026	-0.406542	1.29525	2.28483	3.10502	8.0046	12.3172	13.4923	12.4502	10.7732	3.61472	6.30552	9.36362	12.0907	16.4737	19.9522	22.473	20.0664	21.0104
27	83	3	0.26281	0.650143	0.857618	1.76523	2.35815	2.79648	3.61884	2.5643	2.10939	1.52333	0.775034	2.19428	2.08302	2.65247	2.67523	1.98379	2.06682	0.837736	30.7342	76.9694	76.4291	124.717	157.165	177.617	222.993	157.956	138.368	0.486426	0.235856	0.580965	0.494389	0.580965	0.644554	0.446183	0.546151	0.3	-5.48377	-2.58632	1.14712	5.036	8.65926	10.252	12.4193	11.2904	9.97705	0.132108	4.173	6.54822	11.7271	15.4289	16.9995	20.8249	18.9564	19.2127
29	83	3	0.339761	0.468709	1.00227	2.48397	2.68882	2.33039	3.17499	2.574	1.69375	1.23554	1.8662	2.19952	1.1037	2.2849	3.5315	2.89757	3.36531	1.31875	34.6044	41.7702	82.9223	170.292	174.464	141.735	188.582	157.144	104.612	0.292239	0.592999	0.506228	0.40297	0.457362	0.80429	0.469818	0.45321	0.39505	-4.2148	0.402931	0.545603	6.86414	6.16332	10.516	12.75	12.4416	11.7018	-0.727154	4.45022	6.1195	14.7	13.4556	15.9657	19.739	19.8836	19.2745
31	83	3	0.42393	0.708544	1.4668	1.82607	4.21326	3.89191	4.15778	3.17895	2.24882	1.04487	2.16631	2.43085	3.04957	0.66989	1.35048	0.745158	0.773383	1.60478	37.8296	56.1704	104.715	132.905	258.918	233.314	235.667	188.139	137.033	0.42191	0.537836	0.499521	0.530693	0.169914	0.323432	0.230917	0.326094	0.287789	2.0758	2.52468	5.25588	4.00443	9.66138	11.046	14.1609	12.7031	11.1119	6.27609	7.62697	11.9592	10.1877	19.3114	20.1645	23.7049	22.5632	20.3825
38	83	3	0.460042	0.697376	1.28145	2.45525	2.42001	3.88785	4.09074	2.831	2.28105	0.871156	1.73414	0.824127	0.315618	3.03064	0.916312	0.763764	2.8886	0.827478	36.6172	61.1381	109.624	180.668	161.362	235.96	229.021	162.584	144.945	0.304695	0.488221	0.22421	0.164026	0.546151	0.328383	0.365059	0.466943	0.354125	0.661643	-0.452859	1.23925	4.2427	6.62793	11.1001	12.3622	12.809	8.43029	4.18548	3.85612	8.12849	13.9689	13.2025	19.7746	20.8799	21.4974	17.4115
43	83	3	0.46568	0.787984	1.20987	1.99708	3.38119	3.67667	3.45981	2.99141	1.75551	3.39471	1.30365	5.5866	4.385	1.10653	0.763283	3.20061	2.70724	4.01019	38.9229	62.9559	91.5416	142.954	209.104	230.076	199.491	171.034	111.184	0.65091	0.604314	0.665283	0.80462	0.268924	0.377558	0.560524	0.53625	0.724422	1.85383	2.56135	4.76144	5.33048	9.77996	10.847	14.3824	13.9551	9.79531	5.82487	7.39479	9.5215	11.2308	17.8036	19.511	22.123	23.3784	16.4912
46	83	3	0.443361	0.960118	1.61216	2.23764	3.27183	3.82225	3.37979	2.80319	2.34451	3.518	0.772195	1.12798	1.59778	1.35297	1.25113	2.4309	3.9475	1.16989	30.3252	76.336	127.349	161.065	218.021	225.724	196.561	157.662	133.813	0.830406	0.519973	0.442989	0.533333	0.203769	0.454785	0.52092	0.656979	0.421452	2.28616	2.64349	2.75715	5.91838	7.95437	11.7556	13.0297	14.6214	11.821	6.1921	7.49374	9.84448	14.041	16.0923	19.6462	20.9267	22.493	20.4677
49	83	3	0.760086	0.747831	1.56626	3.11248	3.27459	3.29783	3.59112	3.09054	2.33349	1.50713	3.55605	2.26682	0.133518	2.68348	3.83134	4.01274	2.2887	1.34709	39.9956	52.032	116.766	216.11	198.797	190.853	203.881	178.726	143.729	0.625679	0.627298	0.540722	0	0.640051	0.70297	0.70297	0.475248	0.334323	5.32856	4.12424	3.66731	7.37976	9.94124	13.126	12.8458	12.8881	10.0262	9.06893	8.84786	10.7333	18.3788	16.9999	19.2321	20.1437	20.2174	17.936
3	84	3	0.284465	0.735732	1.87784	1.62922	2.96528	3.32689	3.81219	3.55598	2.09012	3.23232	3.12598	0.0408406	3.89462	3.23975	2.4074	2.00438	1.26214	2.03292	48.7735	99.5095	189.59	149.536	224.04	226.913	234.908	227.486	157.167	0.481417	0.338509	0.016129	0.505435	0.255259	0.326812	0.373072	0.150421	0.147464	1.35507	5.74916	3.71374	8.51033	9.70952	14.0527	15.1767	14.139	15.4472	5.66848	11.204	14.1739	15.792	17.6815	21.6624	23.5881	23.1172	24.2804
5	84	3	0.385754	0.579516	1.07235	1.79973	3.17906	3.08962	3.78145	2.48249	1.45145	1.38121	3.7651	3.44192	3.29982	1.71786	3.91827	2.03595	3.55191	4.92669	69.813	93.4033	110.86	164.088	236.282	216.469	248.98	173.659	125.564	0.275947	0.48059	0.378331	0.472101	0.246844	0.534783	0.293128	0.422511	0.574275	-1.32468	-2.43936	4.23767	6.12678	8.10114	12.9109	15.97	13.3026	12.4196	3.78729	3.87692	10.5121	12.9731	16.7945	20.5591	24.3945	20.6755	18.4473
6	84	3	0.353659	0.658314	1.08564	1.66584	3.02993	3.71588	4.64808	3.53037	1.93693	0.453349	3.91627	3.69461	2.95762	2.67487	1.87512	0.894281	1.33207	2.77949	74.0708	78.3142	115.682	142.026	213.968	240.344	282.658	223.853	150.983	0.119565	0.198651	0.374474	0.505072	0.273843	0.151812	0.250351	0.198457	0.280797	0.360884	3.27223	3.37004	6.61142	11.5787	13.9508	17.0028	15.0761	14.8325	4.81944	8.84969	9.52229	12.7852	19.3818	21.9393	26.2833	23.8589	21.5119
11	84	3	0.389337	0.59812	0.909503	1.6707	2.71549	2.72472	4.20354	2.92245	1.57299	2.51921	2.72779	5.33141	4.6083	3.44829	1.85209	1.99727	2.61808	5.33218	59.6307	82.9738	94.7452	139.992	199.955	191.162	263.927	191.392	135.435	0.363604	0.430512	0.553997	0.527536	0.416199	0.252536	0.201613	0.372721	0.566304	3.43841	-0.142481	4.71459	6.79912	10.1002	11.5028	15.9263	15.2474	12.4822	7.51467	5.47145	9.87443	12.5026	16.9022	18.8917	24.698	22.7038	19.5548
12	84	3	0.320861	0.627378	1.06501	1.72943	2.70697	3.2798	4.06389	2.99626	2.65767	2.19206	5.40612	2.72817	3.94796	2.49316	3.03776	0.298351	1.66826	0.0684575	46.9641	65.3109	110.812	142.678	198.208	216.579	246.125	194.517	187.784	0.540673	0.789208	0.425316	0.561957	0.406381	0.444565	0.124123	0.34467	0.00289855	3.27834	2.92288	1.36963	5.04147	9.61141	15.0151	15.2742	15.8762	13.8204	8.0396	7.29407	7.4726	11.5132	16.9348	22.288	24.1686	23.4049	23.5852
14	84	3	0.335457	0.520704	1.17767	1.70666	2.40266	3.02431	4.08596	2.79771	1.63341	4.5616	4.7766	2.04564	3.35721	2.76473	2.17686	0.97515	2.57138	2.95304	49.2144	62.5192	125.451	145.737	186.726	214.801	262.35	195.323	144.992	0.596424	0.555097	0.393057	0.457609	0.247896	0.326449	0.164797	0.326788	0.247826	2.72956	4.05423	5.12648	5.40695	8.66572	11.5757	14.9189	14.003	10.2116	6.32364	8.8206	11.9082	11.3722	15.5101	18.7061	24.1327	21.4635	18.098
15	84	3	0.294714	0.591967	1.68305	2.02679	2.72048	3.57324	3.56882	3.36687	2.17447	2.70614	4.04786	0.561864	0.970398	1.25279	3.15464	2.95304	1.43086	1.54741	55.0855	83.4365	165	162.969	198.459	237.732	226.817	217.236	163.462	0.376578	0.42663	0.0497896	0.278623	0.270337	0.350362	0.341515	0.287167	0.382246	1.47057	0.616664	1.78346	4.20177	11.4752	14.0156	15.3239	17.4079	13.7059	5.45304	5.20983	10.6237	11.8339	18.4978	21.8608	23.7959	26.429	22.1833
16	84	3	0.426864	0.584369	0.812919	1.90863	2.71001	3.76573	3.93283	3.42922	1.47729	1.40796	4.24725	3.95095	2.10092	3.0449	2.44911	2.17523	3.37898	4.93314	60.2001	67.6763	91.3614	164.105	196.881	245.937	247.242	218.81	119.49	0.36115	0.483696	0.443198	0.393841	0.41094	0.358333	0.220196	0.302945	0.410507	4.18145	2.83125	5.24373	6.07661	9.45288	13.0709	14.9745	15.1349	11.5246	9.29622	7.29149	10.7241	12.8754	16.6496	21.7055	23.4064	23.5583	18.5161
18	84	3	0.502429	0.669552	1.41904	1.88541	2.82585	4.8147	3.81937	3.13443	1.81164	1.07334	2.04018	1.69572	3.09157	1.59596	0.135107	1.32638	1.80089	2.42708	69.1871	89.6828	150.174	165.011	210.013	299.186	233.38	211.214	151.313	0.326087	0.361694	0.247546	0.470652	0.193548	0.0644928	0.248948	0.269986	0.367029	1.41697	3.62049	3.60764	5.57296	10.2275	15.569	16.396	15.1295	11.4183	6.07688	9.12435	11.2164	12.2272	18.3181	26.398	25.1742	24.206	18.9917
19	84	3	0.273099	0.463417	1.00093	1.59937	1.87187	2.82887	2.99025	2.65417	2.44662	2.16396	2.94594	1.97535	1.89683	5.7588	3.14605	3.82427	2.68975	0.293677	44.8454	70.6467	108.52	135.026	153.213	197.142	204.484	193.07	196.97	0.571178	0.553183	0.402875	0.381522	0.583801	0.422826	0.390603	0.412693	0.0431159	2.26107	4.8361	5.27928	5.82983	8.9707	12.0085	14.428	13.5564	10.8955	6.58994	10.5178	12.3623	12.6509	14.9514	18.7886	21.6334	21.1323	21.0364
21	84	3	0.432051	0.635431	1.1007	1.84181	2.58999	3.28169	4.51338	3.07081	2.02402	3.6916	3.61764	3.78695	3.7407	3.55879	1.56867	0.47845	1.94592	0.69905	50.0704	74.8312	110.308	154.747	198.086	225.226	278.259	202.49	162.505	0.453366	0.531444	0.533661	0.654348	0.360799	0.357609	0.103086	0.336606	0.139493	0.80228	2.51554	4.73003	5.19895	9.46048	13.8111	15.6198	13.939	12.3542	5.97671	7.70337	10.3573	10.7984	16.4103	20.8871	24.9618	22.322	21.2767
24	84	3	0.512237	0.475745	1.33473	2.6948	2.90073	3.35865	3.91849	2.9927	2.26496	3.29363	2.91616	2.25921	1.07727	1.10232	1.78563	2.66136	2.94733	2.05881	54.3457	73.1473	133.588	213.969	217.934	219.473	240.647	196.854	175.408	0.396564	0.420807	0.390252	0.0916667	0.195652	0.154348	0.241234	0.223352	0.187681	5.65401	4.59304	3.11959	5.40446	9.95577	14.6824	17.7403	14.78	14.119	9.26222	8.92817	9.92856	14.933	18.2051	23.1616	26.9315	22.3769	22.4449
27	84	3	0.321814	0.659839	1.10869	2.45796	2.65428	3.22959	4.28968	3.7259	3.39622	2.40211	3.36351	3.09484	2.88881	4.44306	2.88877	0.736894	0.752686	0.00993907	56.3008	84.084	111.708	190.966	203.014	225.553	263.61	237.986	214.63	0.435484	0.359472	0.500701	0.369565	0.523492	0.407971	0.140252	0.120617	0	-3.50852	4.59308	2.48691	7.5165	9.3868	13.3015	18.7559	16.1644	16.0324	1.04485	9.99264	8.64933	14.6785	16.2333	20.4762	26.5101	24.1264	24.1463
29	84	3	0.422087	0.542326	1.14781	2.31544	3.13743	3.42287	3.31906	3.56494	2.55161	1.74813	2.32427	2.74302	2.03861	1.87731	2.02366	2.12703	1.49037	0.67877	66.3821	75.5586	119.128	185.682	224.492	230.894	218.682	223.24	179.792	0.1946	0.611025	0.552945	0.289855	0.408485	0.418116	0.411641	0.23317	0.144565	-2.20083	2.76379	2.90617	8.00103	8.6368	12.6944	16.5196	16.3964	15.8848	3.45578	7.27751	9.3428	15.9829	15.8628	20.4035	23.8556	25.8804	25.6398
31	84	3	0.513164	0.839049	1.61566	1.76435	3.75984	4.58517	4.99223	3.77753	2.35661	1.01907	3.59084	1.95891	6.02172	0.754716	0.65735	0.519119	2.12722	2.38194	80.3381	102.064	138.193	150.342	251.288	289.44	282.023	234.442	173.48	0.203366	0.318323	0.313464	0.599275	0.235975	0.255072	0.204418	0.262272	0.238043	0.982159	2.61865	5.05169	5.11897	11.5813	13.4345	16.5356	15.2633	11.1997	8.24107	10.5681	13.821	12.2773	22.0687	23.6388	27.4962	26.6089	21.9552
38	84	3	0.647477	0.663517	1.51722	2.25526	3.24723	4.33052	3.90794	2.90793	2.14311	3.82266	4.23813	2.07543	2.64951	2.74667	1.54102	2.38695	3.31055	3.31412	52.026	75.9036	145.619	178.813	224.015	263.39	240.048	193.433	160.889	0.508766	0.589955	0.244039	0.291667	0.5	0.295652	0.287167	0.578541	0.367391	5.78106	0.838738	2.78993	5.96372	9.89573	14.4872	15.5548	14.0835	8.87763	11.131	6.2097	11.6263	15.3137	17.9987	23.3979	24.645	23.3756	19.4785
43	84	3	0.412989	0.82203	1.24258	2.14801	2.80016	4.32386	3.80753	3.68907	2.26377	3.31043	0.865308	3.39734	3.86645	2.94119	1.89353	2.44018	1.644	1.29923	44.5484	94.4492	107.826	177.142	201.293	275.296	240.943	223.151	171.664	0.734572	0.324146	0.559257	0.437319	0.569776	0.279348	0.332749	0.353086	0.258333	3.61873	1.78649	7.08367	5.18703	10.7905	13.2784	15.2933	15.3529	9.30791	8.84286	8.65234	14.7362	13.1401	18.7315	23.5884	24.9518	26.1002	19.8417
46	84	3	0.344205	0.781751	1.60958	1.97087	3.09645	4.32086	4.51714	3.2166	2.65378	6.12331	0.925581	2.97492	4.41958	2.31434	0.71467	0.916783	3.27141	1.06462	45.9363	96.7977	148.429	160.772	223.791	263.923	264.158	202.267	172.81	0.642356	0.361694	0.439341	0.659058	0.447405	0.244203	0.282258	0.414446	0.239493	1.75859	0.133905	2.46986	5.30472	9.10092	14.4915	15.4127	15.164	12.406	7.16861	9.07116	11.1745	13.5309	18.2333	24.7396	25.8075	25.5673	22.9262
49	84	3	0.463947	0.905312	1.53834	2.77655	3.04347	3.83149	4.3743	3.66722	2.92344	1.68525	4.61381	1.79263	1.39177	4.95039	2.69761	1.40542	1.93179	1.29657	61.6641	85.666	146.82	205.157	203.423	247.439	255.923	223.993	200.122	0.520687	0.637811	0.553997	0.360145	0.697405	0.514855	0.455119	0.428121	0.348551	2.39297	3.83107	3.35138	8.79884	10.9593	13.622	14.7973	14.5027	9.94695	8.19096	10.0972	11.32	18.8948	18.2526	22.2443	23.3725	24.1725	21.5426
3	85	4	0.311535	0.796219	1.94846	1.68312	2.75407	3.02481	3.6224	3.14213	2.23666	2.85828	1.66531	0.0125323	2.67611	1.52854	1.85853	1.60216	1.79575	1.99361	38.2634	86.935	191.899	140.267	203.907	197.3	216.683	198.798	149.649	0.493326	0.312192	0	0.482759	0.394883	0.373563	0.333704	0.19188	0.15	1.91606	6.13426	3.71667	9.20448	10.014	14.5296	15.7763	14.3197	15.6972	6.61003	12.3704	14.8405	17.2838	19.0674	22.6859	24.5657	23.8557	25.5292
5	85	4	0.398914	0.627861	1.0475	1.8783	2.81429	3.00682	3.69996	2.18716	1.39867	1.07851	2.46946	3.1727	1.75917	1.21577	5.11185	1.5238	3.35626	3.27585	66.6321	87.2864	97.8643	156.853	200.861	198.679	229.362	142.599	107.548	0.245829	0.486453	0.481646	0.466092	0.231924	0.586782	0.373192	0.499444	0.490805	-0.601499	-1.45318	4.92327	6.92171	8.89501	13.4087	16.5221	13.9394	12.8865	4.91955	4.96903	12.2515	14.7015	18.0513	21.6588	25.0746	21.5058	19.4584
6	85	4	0.428913	0.615872	1.12464	1.69498	2.97804	3.47375	4.38489	3.55622	1.97129	0.255614	2.54867	2.27492	2.42163	2.81391	1.71205	0.344477	1.00595	1.13655	59.6956	66.4411	105.96	135.51	204.521	222.984	264.534	219.706	139.54	0.0784205	0.304994	0.253615	0.498276	0.307008	0.198276	0.166296	0.186874	0.305747	0.388345	3.68281	4.35854	7.33014	11.8728	14.0416	16.9222	15.1068	15.0813	4.86478	9.67332	11.2753	14.5025	20.8558	23.0749	27.5826	25.6478	23.7921
