year_harvest	NUMD	ETP_1	ETP_10	ETP_11	ETP_12	ETP_2	ETP_3	ETP_4	ETP_5	ETP_6	ETP_9	PR_1	PR_10	PR_11	PR_12	PR_2	PR_3	PR_4	PR_5	PR_6	PR_9	RV_1	RV_10	RV_11	RV_12	RV_2	RV_3	RV_4	RV_5	RV_6	RV_9	SeqPR_1	SeqPR_10	SeqPR_11	SeqPR_12	SeqPR_2	SeqPR_3	SeqPR_4	SeqPR_5	SeqPR_6	SeqPR_9	Tn_1	Tn_10	Tn_11	Tn_12	Tn_2	Tn_3	Tn_4	Tn_5	Tn_6	Tn_9	Tn17.2_1	Tn17.2_10	Tn17.2_11	Tn17.2_12	Tn17.2_2	Tn17.2_3	Tn17.2_4	Tn17.2_5	Tn17.2_6	Tn17.2_9	Tx_1	Tx_10	Tx_11	Tx_12	Tx_2	Tx_3	Tx_4	Tx_5	Tx_6	Tx_9	Tx010_1	Tx010_10	Tx010_11	Tx010_12	Tx010_2	Tx010_3	Tx010_4	Tx010_5	Tx010_6	Tx010_9	Tx34_1	Tx34_10	Tx34_11	Tx34_12	Tx34_2	Tx34_3	Tx34_4	Tx34_5	Tx34_6	Tx34_9
51	69	0.436176	1.11335	0.579917	0.390298	0.629092	1.57207	2.31143	3.11462	3.84469	2.1651	1.91971	2.30627	2.52272	1.37652	1.81351	1.95542	1.76913	2.06394	1.67492	2.81951	40.241	73.8139	33.9809	33.9319	53.1501	119.172	161.593	193.865	228.557	133.574	0.301543	0.573633	0.672101	0.386746	0.465839	0.491234	0.40471	0.358345	0.305435	0.483696	-2.11127	6.87614	4.92342	1.05145	1.20413	2.76729	7.56477	9.8135	12.3474	9.95546	0	0	0	0	0	0	0	0	0	0	2.93083	13.6054	9.13003	4.69354	5.86436	10.2763	15.4562	17.7449	19.6923	17.8274	23.1739	4.32609	16.0761	26.0978	25.6196	14.1739	0.576087	0	0	0	0	0	0	0	0	0	0	0	0	0
52	69	0.333465	1.15899	0.801728	0.397865	0.614787	1.56522	2.696	3.02237	3.86821	2.4153	1.2585	2.32289	4.42878	2.49286	2.8429	1.23545	0.717738	1.55478	1.14875	0.85323	31.8496	76.2228	38.2659	28.366	48.3515	122.975	198.569	204.795	235.08	141.919	0.379032	0.521388	0.901812	0.57223	0.732143	0.330645	0.164493	0.299439	0.286594	0.213043	-1.68606	8.31887	7.35288	1.05555	0.586572	3.1789	5.09446	7.53114	13.032	11.4871	0	0	0	0	0	0	0	0	0	0	1.87608	14.5055	11.6402	4.94897	4.67541	10.0562	14.6283	15.0656	20.7887	20.0306	22.587	1.06522	9.05435	22.2609	19.837	14.9891	3.34783	4.32609	0	0	0	0	0	0	0	0	0	0	0	0
55	69	0.420089	1.02208	0.617947	0.487989	0.692711	1.11001	2.5986	2.50824	3.59721	2.44149	1.38492	3.9969	2.16741	3.87006	1.67087	1.76185	0.810198	2.65062	2.08883	1.26835	34.951	69.4289	41.3001	26.5019	63.6857	97.3011	187.196	168.459	215.331	153.155	0.504208	0.813815	0.63587	0.846774	0.54736	0.436536	0.364855	0.625526	0.513043	0.381522	0.159506	8.0576	4.57034	3.30297	-0.262431	0.401607	4.72609	7.92503	11.7446	9.92591	0	0	0	0	0	0	0	0	0	0	3.86625	14.1265	8.8742	7.21144	3.6289	5.76392	12.4594	13.6217	18.504	18.9491	17.8696	5.25	20.837	22.3152	24.9783	24.0435	9.08696	3.57609	0	0	0	0	0	0	0	0	0	0	0	0
1	70	0.505133	0.844205	0.309771	0.362107	0.738182	1.17703	1.83771	3.21455	4.00508	1.72257	2.5789	1.51049	1.71131	2.39341	0.0542042	1.73237	2.35361	0.804358	1.25002	1.23587	41.3158	58.7484	36.202	30.341	80.295	93.2038	125.429	199.342	240.581	113.303	0.623885	0.525395	0.352837	0.538092	0.0847264	0.503089	0.458865	0.237474	0.402128	0.448227	-0.405462	7.56555	2.8125	2.5046	-1.23187	3.51413	5.47462	8.93681	11.3077	11.634	0	0	0	0	0	0	0	0	0	0	4.37269	13.1841	7.39299	6.66477	5.57007	11.3594	13.5786	18.2377	21.7813	19.849	26.9574	3.37234	20.8191	25.0106	18.6915	9.38298	6.12766	0	0	0	0	0	0	0	0	0	0	0	0	0
2	70	0.426655	1.32107	0.470678	0.521792	0.65738	1.11206	2.14668	2.6922	3.55827	2.86924	1.49443	1.80902	1.67234	2.561	1.5828	2.37785	0.442935	1.18289	1.89756	0.10918	30.1513	100.966	31.7971	18.8583	55.4155	93.4404	157.276	185.467	220.976	182.89	0.639671	0.410432	0.624468	0.583047	0.494131	0.4372	0.304255	0.307138	0.393262	0.0485816	0.596221	5.62447	3.22165	3.60046	1.17773	3.43342	4.58878	8.81816	11.6302	9.0718	0	0	0	0	0	0	0	0	0	0	5.5659	16.8642	8.07666	7.48747	6.65879	10.2612	13.1112	19.0858	20.8553	23.4061	17.4681	3.15957	20.3404	25.8191	23.7979	13.1809	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0
10	70	0.365276	0.935022	0.353303	0.27466	0.503304	1.44963	2.21764	2.32187	2.77459	1.3662	2.7517	3.07493	2.28766	2.44909	2.51845	1.67476	1.58583	1.88996	2.7646	3.176	28.1759	64.8748	40.3732	28.2183	49.6655	102.608	170.302	158.049	165.848	100.403	0.66129	0.681537	0.484397	0.606726	0.603815	0.446465	0.43156	0.439602	0.507092	0.49539	0.414438	8.46658	2.03279	0.318172	0.207281	2.7183	4.17408	6.82809	11.1612	10.3962	0	0	0	0	0	0	0	0	0	0	5.06002	14.8925	7.21291	4.68716	4.28512	9.62753	13.8131	13.9862	19.0163	18.3336	24.1596	1.89362	24.2021	25.883	26.9362	19.766	6.06383	2.19149	0	0	0	0	0	0	0	0	0	0	0	0
11	70	0.379583	0.627538	0.291199	0.250745	0.518651	0.957038	2.17992	2.45298	3.1698	1.52857	1.15201	1.04345	1.7002	1.67169	1.31089	2.01378	1.94228	2.7823	2.81647	3.21905	25.7463	47.9272	35.9342	22.4541	56.3235	87.2328	157.61	169.395	205.415	108.17	0.400137	0.363761	0.402482	0.403912	0.604483	0.433082	0.342908	0.735758	0.454255	0.750355	2.91166	9.60395	2.21932	-1.39443	-1.54143	2.37782	3.85452	8.39656	10.514	10.9005	0	0	0	0	0	0	0	0	0	0	6.43602	14.8976	6.96689	2.28463	3.90225	8.43654	13.0042	17.0951	18.7947	18.2754	28.0426	0.5	20.6702	20.2766	18.3617	20.0957	8.5	0.957447	0	0	0	0	0	0	0	0	0	0	0	0
12	70	0.291762	0.955214	0.590047	0.256163	0.675637	1.02437	1.34569	2.60223	3.75657	1.78249	2.15505	0.200562	3.55825	2.1076	4.0408	1.82754	2.29466	1.66174	2.15961	0.935045	23.2163	89.1124	37.0411	19.7361	54.2059	79.8353	102.039	178.142	234.088	128.326	0.712423	0.1407	0.693972	0.55628	0.782295	0.660604	0.755319	0.231984	0.417731	0.247872	1.56738	6.40755	3.29813	-1.99813	0.741558	0.64269	3.68871	8.84192	12.536	10.4514	0	0	0	0	0	0	0	0	0	0	5.18897	16.4643	9.07523	1.85812	5.77818	5.68491	9.88538	16.8753	21.7055	19.1474	27.4362	0.361702	16.266	18.7234	21.8404	24.0106	15.8511	0.0425532	0	0	0	0	0	0	0	0	0	0	0	0
14	70	0.292579	1.17043	0.448011	0.277449	0.483657	1.51205	1.87665	2.1449	2.70162	2.14304	2.5519	0.503854	2.52354	0.262751	2.11288	1.16943	2.27945	1.9842	1.93912	0.461611	23.9528	101.203	39.9211	25.1156	45.5988	124.658	120.55	140.56	174.519	157.289	0.619423	0.224777	0.478369	0.10501	0.569332	0.349005	0.635461	0.699382	0.557092	0.217021	0.198501	4.92887	2.14749	2.37085	1.67061	2.84618	5.35085	7.74593	9.1208	8.56148	0	0	0	0	0	0	0	0	0	0	3.78563	15.7406	7.69982	5.66307	6.48746	11.9495	10.9588	14.5958	16.8524	19.8786	27.5213	2.60638	21.4574	26.0638	25.5638	12.9255	9.60638	1.26596	0.138298	0	0	0	0	0	0	0	0	0	0	0
16	70	0.570744	0.913988	0.425711	0.367294	0.713367	0.849579	2.39074	2.81121	3.2822	2.04414	2.30898	1.83981	1.83895	1.37273	1.74805	2.15925	0.393747	1.4745	2.10492	3.14559	31.6867	82.1683	44.6919	25.355	55.1876	77.1324	169.503	189.86	208.183	139.58	0.652711	0.38092	0.419504	0.554221	0.406915	0.512354	0.107801	0.337337	0.479078	0.487234	4.06309	5.48409	1.41912	1.36336	1.79994	3.10478	4.51277	7.11221	10.7773	10.2209	0	0	0	0	0	0	0	0	0	0	8.14814	13.0716	8.11555	5.61374	7.3846	9.0024	14.0516	15.8106	19.6087	20.5428	24.3191	4.52128	20.5106	25.2766	22.1489	20.8936	4.42553	1.84043	0	0.521277	0	0	0	0	0	0	0	0	0	0
18	70	0.54486	0.774469	0.348035	0.257	0.616806	1.25315	2.80387	2.94695	4.80339	1.64238	0.760835	0.613235	2.78139	0.484413	1.01991	0.965798	0.482636	0.61084	0.101498	3.84651	30.8625	64.6736	34.8402	32.8781	53.9443	111.296	203.506	196.285	272.59	103.63	0.491421	0.307824	0.677305	0.141043	0.264123	0.302334	0.257447	0.221002	0.00531915	0.458865	2.52574	5.46456	2.6886	-0.358341	0.996498	0.155245	2.64548	8.22891	13.0257	10.7261	0	0	0	0	0	0	0	0	0	0	6.17907	11.4764	8.09911	3.7283	5.99082	8.17008	13.0118	19.1303	25.3999	18.9658	23.9468	10.4149	21.9043	27.2234	19.2553	20.1064	9	0.0106383	0	0	0	0	0	0	0	0	0	0	3.28723	0
26	70	0.547989	1.07629	0.467855	0.38597	0.660741	1.109	2.52167	1.78296	3.59148	1.72178	4.37953	1.08483	1.5157	1.50427	1.8437	1.45741	1.01188	3.11377	1.24176	2.375	28.4837	81.1473	47.6421	30.8544	59.9782	112.676	191.959	131.621	232.892	108.769	0.801304	0.442347	0.18617	0.437886	0.489362	0.431023	0.15461	0.663006	0.282979	0.542908	1.6532	6.57712	2.49573	1.31836	0.622097	0.459505	2.93419	6.74496	10.7453	10.0548	0	0	0	0	0	0	0	0	0	0	6.17469	14.3286	9.41709	5.98686	5.14957	7.57819	13.9114	12.9615	19.1257	18.6309	27.9043	3.68085	16.3723	25.3723	25.3085	24.3298	9.6383	5.73404	0	0	0	0	0	0	0	0	0	0	0	0
28	70	0.451834	1.21573	0.437542	0.460813	0.739715	1.1166	1.68553	2.83551	3.9614	2.14669	2.85722	0.471412	2.04824	0.980299	0.361626	3.14367	3.07271	1.08717	1.54673	0.873628	27.1083	94.9211	35.0537	23.174	78.7573	97.4867	122.585	184.933	228.775	147.276	0.682224	0.14825	0.657092	0.427934	0.107143	0.502059	0.701064	0.421071	0.428014	0.11773	1.07623	6.22422	0.421181	3.41566	-5.88106	1.18275	2.85888	8.62025	12.3773	9.93177	0	0	0	0	0	0	0	0	0	0	5.3342	14.7673	5.68222	7.46816	0.0453905	7.82276	9.32983	16.8496	21.125	20.18	29.617	4.23404	19.5	19.9043	12.9255	22	17.7128	0.0638298	0.734043	0	0	0	0	0	0	0	0	0	0	0
33	70	0.471347	1.25241	0.463386	0.319858	0.645945	1.39029	2.35867	3.15529	3.03026	2.07099	2.31859	2.68978	1.62031	2.45283	0.698222	1.9163	1.52893	0.967042	2.26369	0.964785	42.5232	82.6475	38.8343	25.2874	68.914	103.814	180.812	216.399	195.302	138.903	0.400824	0.387783	0.730142	0.532601	0.382219	0.511325	0.424823	0.403569	0.65461	0.29078	1.29389	8.71994	4.09489	1.0707	-2.83228	5.56137	3.75766	6.50645	9.84327	8.23271	0	0	0	0	0	0	0	0	0	0	5.34114	16.7955	8.85006	5.1038	2.73925	12.4386	13.1078	14.6787	16.7318	18.9734	23	0.680851	19.234	27.0851	13.2447	6.59574	7.26596	5.10638	0.0212766	0	0	0	0	0	0	0	0	0	0	0
36	70	0.523882	1.13412	0.54591	0.513703	0.568297	1.44438	2.20516	3.16444	4.17339	1.80658	2.83401	3.03651	1.10458	5.40953	1.74043	1.56284	3.0445	2.59727	1.40065	3.58151	32.6843	86.1403	52.1093	23.8206	55.927	100.138	158.896	210.909	250.213	115.923	0.712423	0.599863	0.227305	0.826699	0.460866	0.481469	0.577305	0.520247	0.0829787	0.612766	3.08176	6.57033	0.407087	3.72401	1.02693	4.12845	4.51014	8.94427	10.4818	9.63625	0	0	0	0	0	0	0	0	0	0	6.99952	11.5176	5.47885	7.96624	6.36436	11.3833	11.9694	16.7251	20.2642	16.967	25.766	13.1383	18.6915	21.9362	21.117	9.98936	13.234	0	0	0.0638298	0	0	0	0	0	0	0	0	0	0
37	70	0.560188	1.31578	0.616207	0.475364	0.908039	1.4958	2.18263	3.17026	3.85131	1.83898	4.95235	1.52295	1.54637	2.23919	3.32287	2.73449	1.57686	1.99502	0.89754	2.25236	34.0272	89.357	39.8481	28.9704	65.8171	118.874	156.586	213.373	233.556	116.994	0.68943	0.432395	0.339007	0.551819	0.802432	0.699039	0.412411	0.373027	0.364184	0.604255	1.70691	5.88849	8.42938	3.26683	4.83117	1.77497	4.9455	8.09074	10.6466	9.9147	0	0	0	0	0	0	0	0	0	0	7.00337	14.8946	12.6729	7.98208	9.47659	9.18437	12.3434	17.4941	19.0864	17.2674	24.2447	0.904255	3.14894	16.2447	17.0957	21.117	6.7766	1.54255	0	0	0	0	0	0	0	0	0	0	0	0
42	70	0.367636	1.1189	0.506314	0.420321	0.716169	1.3731	1.82363	2.88263	4.04228	2.18895	0.961831	2.22146	1.64725	6.11207	2.47672	1.63119	3.5183	2.16425	1.32271	4.10716	39.3969	82.2275	43.5131	28.506	60.9616	112.478	136.377	181.776	244.975	129.991	0.40151	0.718943	0.451064	0.717227	0.752018	0.342141	0.685461	0.635209	0.27766	0.62695	1.45677	7.12109	2.85151	2.59946	2.77586	3.3419	5.22926	10.6584	11.8746	13.1588	0	0	0	0	0	0	0	0	0	0	5.49003	14.1327	8.18291	6.74736	8.97337	10.9755	13.0978	18.3253	20.6008	21.2163	27.6702	2.19149	19.3936	24.2447	21.7128	12.7021	6.3617	0.138298	0	0	0	0	0	0	0	0	0	0	0	0
48	70	0.420901	1.34035	0.511738	0.401077	0.580544	1.33834	2.4219	2.85143	4.14586	2.15254	1.17782	1.51224	1.65635	1.16323	2.62218	2.52141	1.00323	3.27987	1.57254	0.799988	44.1972	87.3972	45.9515	34.8877	54.7818	107.817	178.484	181.993	254.153	134.247	0.365134	0.444406	0.593972	0.341455	0.579787	0.573095	0.34539	0.709334	0.299291	0.428369	-0.149901	10.8454	2.84744	0.836694	0.377685	1.68063	4.50578	9.90694	11.6384	10.9352	0	0	0	0	0	0	0	0	0	0	4.10512	18.2839	8.39092	5.37292	4.53326	7.90845	13.3994	17.0446	21.4646	21.313	27.1596	0	17.2766	27.0106	23.8298	20.5319	4.12766	0.585106	0	0	0	0	0	0	0	0	0	0	0	0
49	70	0.669948	1.11008	0.623499	0.446905	0.755382	1.51787	3.1454	3.29679	3.25461	2.36586	1.77034	1.59242	2.07455	2.42553	3.32621	2.45726	0.2519	2.46928	3.30096	1.41764	39.3471	73.7345	44.3966	30.9494	59.2788	119.82	222.366	199.687	189.337	144.623	0.595402	0.468771	0.66383	0.566918	0.580547	0.622169	0.0517731	0.717227	0.715603	0.369504	4.75518	10.29	5.31225	2.67776	4.18969	2.8364	6.92755	10.2493	13.406	13.0524	0	0	0	0	0	0	0	0	0	0	9.02199	17.4852	11.459	6.99335	9.38513	10.7283	19.5354	17.8365	20.2178	22.8087	16.1702	0	7.59574	21.734	15.0426	12	0.170213	0	0	0	0	0	0	0	0	0	0	0	0	0
51	70	0.348714	0.986916	0.495394	0.312071	0.562584	1.53506	2.26104	2.73333	3.64825	2.1026	2.26112	2.49524	2.17386	1.2414	1.55768	1.3671	1.51242	2.06917	2.05881	1.22904	39.5217	71.8406	34.0764	31.1337	56.1849	125.795	162	180.059	225.423	136.438	0.335278	0.607412	0.710993	0.474262	0.484423	0.341798	0.444326	0.343171	0.303901	0.432979	-2.46829	6.16754	4.68294	0.419075	0.555373	2.0467	7.02301	8.83612	11.299	8.70292	0	0	0	0	0	0	0	0	0	0	2.93048	13.9823	9.39705	4.31182	6.06224	10.6056	15.7752	17.7039	20.1786	18.3452	23.2766	3.96809	16.0851	25.6915	24.266	12.8723	0.276596	0	0	0	0	0	0	0	0	0	0	0	0	0
52	70	0.272705	0.936404	0.694805	0.325064	0.576884	1.33926	2.6493	3.11861	3.65342	2.29293	1.17966	2.09019	3.29983	2.47225	3.20347	1.40549	0.743156	1.20612	1.60114	0.693528	31.8808	68.2834	37.519	29.1552	50.8002	115.416	198.116	209.213	226.124	139.016	0.448181	0.426905	0.848936	0.639671	0.680091	0.258408	0.226596	0.369252	0.292553	0.160993	-2.01096	7.55358	7.16021	0.527402	0.664279	2.70411	4.36228	7.10054	12.1248	10.6145	0	0	0	0	0	0	0	0	0	0	1.88475	14.8758	11.8273	5.34886	5.21262	10.2753	15.1547	15.6643	21.4342	20.5005	22.3085	1.26596	8.12766	21.9681	19.1064	14.0745	2.61702	4.41489	0	0	0	0	0	0	0	0	0	0	0	0
55	70	0.273558	0.798276	0.410726	0.441918	0.50067	0.950678	2.04279	1.72992	2.62898	2.00879	1.69996	3.49746	1.73192	3.98596	1.66554	1.14348	0.898344	3.04369	2.55755	1.17213	23.7907	57.5851	31.0181	23.2274	47.1354	85.1788	149.541	125.656	168.547	132.607	0.634523	0.74571	0.618794	0.717914	0.570669	0.438572	0.334043	0.592313	0.468085	0.374468	0.767082	8.59348	4.60389	3.42739	-0.200223	0.769232	4.81654	7.56667	11.2575	8.87457	0	0	0	0	0	0	0	0	0	0	4.38206	14.352	8.95115	7.57631	3.97201	6.37485	13.0444	14.2789	19.308	19.5408	20.383	4.3617	19.8085	21.5745	24.6702	23.5638	8.1383	1.43617	0	0	0	0	0	0	0	0	0	0	0	0
1	71	0.428151	0.71875	0.251997	0.325218	0.650605	1.06101	1.64077	2.65958	3.1701	1.67012	3.6919	1.97376	2.06813	2.76518	0.0548543	1.84354	2.88001	1.05482	1.02868	1.51243	46.797	66.3048	42.7503	35.5168	91.4186	106.346	129.184	193.791	216.77	128.768	0.58897	0.567464	0.476703	0.485605	0.00115207	0.475199	0.594982	0.248352	0.3319	0.397133	0.330372	7.92536	3.14958	2.21237	0.179376	3.31223	5.18292	8.59909	10.6736	10.9705	0	0	0	0	0	0	0	0	0	0	5.23179	13.3155	7.86952	6.72879	7.90066	11.417	12.7433	17.9474	20.7157	20.3387	27.4731	3.6129	20.8065	23.9785	18.5699	7.11828	7.63441	0.0322581	0	0	0	0	0	0	0	0	0	0	0	0
2	71	0.343357	1.00848	0.386029	0.380241	0.548551	1.04775	2.00035	2.58804	3.38772	2.45946	1.85398	3.1519	1.87136	4.54854	1.75753	2.87062	1.21951	1.889	1.82696	0.632612	35.6287	92.11	39.0622	21.6574	59.9732	106.147	164.61	200	230.682	175.044	0.648977	0.365245	0.631541	0.822407	0.474231	0.467568	0.312903	0.385016	0.333692	0.0763441	0.237067	6.72685	4.09223	3.8957	0.635705	4.09367	4.75461	8.63085	11.9455	9.57866	0	0	0	0	0	0	0	0	0	0	5.3972	16.9047	8.98236	7.88536	6.25113	10.5378	12.9956	18.9383	21.1169	23.7401	18.9892	3.52688	20.8602	24.3656	22.7097	12.3763	5.41935	0	0	0	0	0	0	0	0	0	0	0	0	0
10	71	0.409256	0.84648	0.319298	0.272369	0.410112	1.27405	1.91591	2.47077	2.73023	1.1002	3.68692	3.49143	2.80598	3.60616	2.93147	1.43269	2.08171	1.62189	2.25218	4.04112	34.5997	72.9659	43.3399	28.8731	56.604	106.111	157.383	184.791	180.127	100.115	0.597641	0.727714	0.439785	0.70274	0.591027	0.327784	0.41147	0.2983	0.518996	0.481362	1.81041	8.17209	2.5802	1.02894	0.0810906	2.55191	3.69759	6.70513	11.0106	9.8757	0	0	0	0	0	0	0	0	0	0	6.13011	14.7957	7.75648	5.32557	4.88963	9.59681	13.3619	14.6936	19.3489	17.8091	25.5484	2.83871	22.6989	26.6667	25.9247	16.6452	6.62366	1.12903	0	0	0	0	0	0	0	0	0	0	0	0
11	71	0.304975	0.637277	0.225146	0.192251	0.520902	0.940418	2.0375	2.05132	2.84679	1.46111	1.78215	1.75078	1.03153	2.00806	1.93164	2.50187	1.43349	2.87159	1.38341	2.71659	29.2644	61.6548	38.6222	28.2585	59.8274	91.0313	163.315	154.224	200.44	114.052	0.495664	0.437045	0.33871	0.570586	0.640169	0.532085	0.339427	0.592092	0.435842	0.696416	2.93491	9.06629	1.9583	-0.286956	-0.502595	2.83754	4.17544	7.94105	10.4891	10.1811	0	0	0	0	0	0	0	0	0	0	6.8144	15.63	7.6412	3.73914	4.59572	8.77719	13.1728	16.1959	18.6531	18.2159	29.2903	0.182796	20.7419	20.5376	22.1398	18.6237	6.32258	0.55914	0	0	0	0	0	0	0	0	0	0	0	0
12	71	0.264857	0.921857	0.498294	0.273321	0.532812	1.10768	1.33182	2.49903	3.034	1.4702	2.72845	0.388238	4.41094	2.94195	5.66828	2.05648	2.05374	1.42897	1.87096	1.05965	27.4417	101.198	37.1713	25.3196	49.1581	99.8016	111.082	190.679	199.343	117.61	0.537981	0.0953867	0.756272	0.656955	0.867896	0.67846	0.558781	0.292057	0.521147	0.330466	2.04609	6.44695	3.55646	-0.633835	1.68343	1.56727	3.82784	8.36635	12.6367	11.0252	0	0	0	0	0	0	0	0	0	0	5.98302	17.4808	9.10262	3.27404	6.36728	6.59928	10.2343	17.2073	21.4928	19.2247	27.871	0	15.957	22.3118	23.1505	25.9892	14.8495	0	0	0	0	0	0	0	0	0	0	0	0	0
14	71	0.202622	0.906367	0.42722	0.221917	0.34547	1.25856	1.75781	2.21778	2.70114	2.05672	2.5811	0.619863	3.41827	0.462705	3.12442	1.77356	2.62451	1.88164	1.45774	1.03642	27.9004	105.064	50.4106	34.0283	39.0884	118.014	123.54	156.83	187.303	168.081	0.605272	0.175165	0.603943	0.149844	0.658139	0.408949	0.460932	0.706903	0.583513	0.239785	0.719911	4.93613	2.14532	1.99836	2.68612	3.07799	5.51097	7.02683	8.61982	8.91401	0	0	0	0	0	0	0	0	0	0	4.78738	15.927	8.25935	5.67575	7.07061	12.1369	11.0308	14.6071	16.7022	20.3029	25.9785	0.924731	20.2043	25.5699	25.0753	11.7849	10.7097	0.913979	0	0	0	0	0	0	0	0	0	0	0	0
16	71	0.416115	0.778424	0.393647	0.269139	0.613576	0.850982	2.01359	2.51356	3.15765	1.85647	2.65866	1.49981	1.87196	1.89085	3.05034	2.20151	0.894134	1.91783	2.72282	2.75003	33.6406	86.4352	51.7553	26.2916	65.2021	92.9531	174.251	187.885	212.719	142.188	0.500867	0.434617	0.362724	0.503642	0.382872	0.300728	0.28853	0.551856	0.470609	0.530466	3.79354	5.45081	2.08323	1.43016	2.28889	2.75028	4.33957	6.67687	10.6897	10.4504	0	0	0	0	0	0	0	0	0	0	7.91181	13.3439	9.04649	5.88341	7.64126	10.0692	13.2838	15.2011	19.4762	20.4076	21.9892	1.68817	18.9247	27	23.4194	17.8602	4.53763	2.17204	0	0	0	0	0	0	0	0	0	0	0	0
18	71	0.380911	0.727412	0.283913	0.213325	0.443352	1.15499	2.52357	2.70733	4.58034	1.43424	1.13573	0.676666	3.52809	0.623835	1.72524	1.14144	0.334006	0.490445	0.046957	3.40961	36.6221	86.7359	38.7254	35.6507	52.8884	122.796	207.833	203.079	288.705	111.594	0.465487	0.274367	0.606093	0.194936	0.443826	0.259452	0.168817	0.149844	0	0.515054	2.39628	5.00829	3.0077	-0.579226	1.50633	0.656509	2.41222	7.63292	12.6	9.98858	0	0	0	0	0	0	0	0	0	0	6.14369	12.2693	8.29564	3.93805	6.39757	8.87601	13.5348	19.059	26.0987	18.3919	26.6452	6.72043	21.3763	26.871	22.2581	17.4409	7.25806	0	0	0	0	0	0	0	0	0	0	0	2.97849	0
26	71	0.402183	0.788609	0.381288	0.278531	0.602954	1.03184	2.45286	1.3812	3.59927	1.38546	5.56864	1.55633	1.44217	2.06952	1.6338	2.05027	0.53345	4.47216	0.936858	2.55467	30.1096	89.8132	51.42	35.0432	69.5634	112.044	203.193	117.969	257.132	112.075	0.825529	0.401665	0.225448	0.44641	0.479792	0.333333	0.146237	0.616719	0.226882	0.59319	2.15825	6.64579	3.24829	1.62233	0.941706	1.05963	3.22216	6.24641	10.4246	9.99225	0	0	0	0	0	0	0	0	0	0	6.43798	14.3733	9.52396	6.53171	5.80374	7.70955	13.8064	11.7694	18.8532	18.7235	27.5161	2.83871	14.871	25.4946	26.6237	26.3226	7.67742	10.0215	0	0	0	0	0	0	0	0	0	0	0	0
28	71	0.363779	1.07135	0.310367	0.298189	0.488354	0.8444	1.3708	2.45932	3.58513	2.17266	3.78727	0.650049	2.37066	1.80793	1.06384	3.28138	2.70758	1.36839	0.930484	0.860475	32.1904	103.012	36.7293	26.1673	71.8737	89.3476	122.326	181.703	230.169	163.014	0.787374	0.17898	0.607527	0.492542	0.169739	0.533472	0.689964	0.3812	0.268459	0.0874552	1.78637	5.85759	1.30092	3.32773	-4.69918	1.05661	2.65125	7.51303	11.6316	9.53717	0	0	0	0	0	0	0	0	0	0	6.24914	14.788	6.58779	7.06335	0.0922826	8.40124	8.58634	15.5293	20.3573	20.6749	28.5806	4.07527	22.1505	23.3011	13.2796	20.6774	18.7634	0.387097	0.236559	0	0	0	0	0	0	0	0	0	0	0
33	71	0.407115	0.963575	0.330506	0.318559	0.511051	1.21323	1.96603	3.08249	2.59152	2.12825	3.2957	3.066	1.79485	2.63832	0.984231	1.68865	1.59995	0.863486	2.76616	1.03237	42.3664	76.9397	45.2546	32.6935	75.531	108.287	162.398	223.054	178.012	152.253	0.587236	0.441554	0.782437	0.459591	0.317588	0.495664	0.393907	0.290669	0.736918	0.212903	1.36119	8.76445	4.21447	0.750504	-2.63926	5.26366	3.35208	6.57213	9.47206	8.39963	0	0	0	0	0	0	0	0	0	0	5.18948	15.9384	8.66842	5.23432	3.32252	11.4788	11.9094	14.0396	15.8929	19.8874	20.6344	0.989247	18.8387	24.2903	15.8387	9.60215	10.3226	7.21505	0.0215054	0	0	0	0	0	0	0	0	0	0	0
36	71	0.357215	0.918196	0.408788	0.387524	0.423948	1.24672	1.90629	2.5366	3.71191	1.43792	3.89057	3.26276	0.872524	4.53599	3.19849	1.63946	3.18519	2.91202	1.51834	4.18869	35.0969	80.1141	55.0986	28.8975	54.1178	103.254	154.801	184.519	240.306	107.94	0.738814	0.517863	0.305018	0.772112	0.664747	0.526882	0.577061	0.58342	0.0731183	0.533692	3.23006	6.11107	0.334617	3.60707	1.82169	4.59125	4.48137	8.68786	11.0516	9.21416	0	0	0	0	0	0	0	0	0	0	7.38207	11.3127	6.36672	8.11151	7.04643	11.3406	11.4531	16.2333	20.3971	17.2531	25.5376	11.8387	17.4946	20.7849	21.3441	8.06452	13.9785	0.0107527	0	0.0107527	0	0	0	0	0	0	0	0	0	0
37	71	0.354096	0.908372	0.283319	0.259581	0.516812	1.06539	1.8458	2.972	3.48553	1.33321	5.83259	2.38981	2.9819	3.29561	4.09528	2.85963	1.47937	1.92489	0.733859	3.36874	33.1485	77.0114	36.0046	29.1283	52.1748	100.18	150.736	215.838	227.992	103.166	0.636837	0.443635	0.349821	0.626084	0.857911	0.583767	0.407168	0.232744	0.25233	0.79319	1.93375	6.54118	8.12428	4.11688	4.90886	2.07228	5.06982	7.77711	10.493	9.49938	0	0	0	0	0	0	0	0	0	0	7.39782	14.776	12.1237	8.50973	9.61362	9.33253	11.673	17.1674	19.1368	16.5757	23.0968	2.76344	3.51613	17.1398	16.9032	20.2688	9.31183	2.43011	0	0	0	0	0	0	0	0	0	0	0	0
