"year_harvest"	"NUMD"	"ETP_1"	"ETP_10"	"ETP_11"	"ETP_12"	"ETP_2"	"ETP_3"	"ETP_4"	"ETP_5"	"ETP_6"	"ETP_9"	"PR_1"	"PR_10"	"PR_11"	"PR_12"	"PR_2"	"PR_3"	"PR_4"	"PR_5"	"PR_6"	"PR_9"	"RV_1"	"RV_10"	"RV_11"	"RV_12"	"RV_2"	"RV_3"	"RV_4"	"RV_5"	"RV_6"	"RV_9"	"SeqPR_1"	"SeqPR_10"	"SeqPR_11"	"SeqPR_12"	"SeqPR_2"	"SeqPR_3"	"SeqPR_4"	"SeqPR_5"	"SeqPR_6"	"SeqPR_9"	"Tn_1"	"Tn_10"	"Tn_11"	"Tn_12"	"Tn_2"	"Tn_3"	"Tn_4"	"Tn_5"	"Tn_6"	"Tn_9"	"Tn17.2_1"	"Tn17.2_10"	"Tn17.2_11"	"Tn17.2_12"	"Tn17.2_2"	"Tn17.2_3"	"Tn17.2_4"	"Tn17.2_5"	"Tn17.2_6"	"Tn17.2_9"	"Tx_1"	"Tx_10"	"Tx_11"	"Tx_12"	"Tx_2"	"Tx_3"	"Tx_4"	"Tx_5"	"Tx_6"	"Tx_9"	"Tx010_1"	"Tx010_10"	"Tx010_11"	"Tx010_12"	"Tx010_2"	"Tx010_3"	"Tx010_4"	"Tx010_5"	"Tx010_6"	"Tx010_9"	"Tx34_1"	"Tx34_10"	"Tx34_11"	"Tx34_12"	"Tx34_2"	"Tx34_3"	"Tx34_4"	"Tx34_5"	"Tx34_6"	"Tx34_9"	"Class"
"4598"	56	81	0.520073	1.04096	0.505469	0.566363	0.936039	1.56788	2.16642	2.73798	3.60297	1.81223	3.41797	4.12892	5.03769	3.05529	4.14285	1.66521	1.81074	3.6667	1.65673	2.83994	25.2883	63.4576	33.4526	32.3838	61.9323	120.329	159.996	182.271	224.289	113.2	0.900323	0.734516	0.814667	0.74	0.792857	0.433226	0.477	0.640968	0.300333	0.613	4.57124	10.4372	4.99186	4.01088	4.44618	4.80308	7.27704	9.59458	12.2152	11.7733	0	0	0	0	0	0	0	0	0	0	8.20344	15.2993	8.91106	8.10118	8.7077	11.2881	13.8434	14.9143	18.8695	17.9237	24.12	0.6	19.43	26.54	21.82	12.73	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4599"	57	81	0.511109	1.06558	0.525914	0.516633	0.665697	1.39446	2.41291	2.48607	3.99444	2.11036	3.99732	2.31909	1.82422	3.65158	2.66905	1.21532	0.849981	2.06496	1.00666	0.7504	29.1013	68.057	34.0027	24.7169	60.9099	108.444	177.52	168.289	244.58	139.644	0.666774	0.704516	0.477333	0.764194	0.649286	0.524516	0.358667	0.632581	0.290333	0.426667	2.19617	10.7809	7.3908	3.61301	1.42391	3.97822	5.90757	8.56471	10.7812	12.25	0	0	0	0	0	0	0	0	0	0	6.54756	15.8654	11.2514	7.65982	5.6485	9.37335	13.9653	14.8962	19.1947	19.6788	24.34	0.29	8.39	23.63	26.53	19.06	5.09	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0
"4600"	58	81	0.55479	1.02125	0.818109	0.684445	0.763442	1.30028	1.92589	2.61825	2.23268	1.9718	4.19045	1.71143	3.58683	1.59689	4.36225	2.51553	2.41672	3.53398	2.5479	2.51238	33.6752	73.9365	39.2355	29.3297	54.2295	104.104	146.602	179.018	142.861	131.743	0.67	0.641613	0.837667	0.657097	0.713103	0.536774	0.712667	0.470323	0.761	0.595	3.51332	7.72317	8.66727	7.90201	3.46369	3.33031	4.89357	9.71681	12.9914	9.89315	0	0	0	0	0	0	0	0	0	0	7.22845	13.5051	12.7551	11.2301	7.31041	8.36754	11.2325	16.1179	17.9877	16.3569	23.5	1.37	7.51	6.76	22.62	25.68	12.51	0	0.01	0	0	0	0	0	0	0	0	0	0	0	1
"4604"	13	82	0.477546	0.993852	0.696378	0.404287	0.810403	1.40521	2.65855	2.89238	3.16693	2.24305	2.06536	0.636307	1.82504	1.12842	1.19046	0.799595	1.34898	3.03159	3.42738	0.627798	33.9315	72.3084	33.5865	37.6518	68.6969	119.117	189.643	196.525	194.059	143.779	0.516129	0.258065	0.533333	0.258065	0.321429	0.354839	0.1	0.483871	0.4	0.1	1.38311	8.60232	5.94166	1.09199	2.29514	1.24591	6.56906	11.4442	11.9064	12.208	0	0	0	0	0	0	0	0	0	0	5.76181	14.3526	11.6009	4.47008	7.22144	7.52319	16.0157	19.627	18.7341	21.3215	21	2	10	19	25	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"4606"	15	82	0.40702	1.32321	0.556978	0.448407	0.651303	1.8407	1.77443	2.67677	4.1112	2.11266	0.667573	0.64107	3.00904	0.794907	1.61576	0.156731	1.13675	3.34739	1.77814	1.28343	31.9455	107.085	39.2711	34.8174	58.697	154.006	132.2	176.761	247.879	155.716	0.387097	0.225806	0.4	0.354839	0.535714	0.0645161	0.4	0.483871	0.133333	0.466667	1.60555	6.73775	4.80421	2.43383	2.12326	2.40443	5.12881	10.4924	14.064	9.32683	0	0	0	0	0	0	0	0	0	0	4.8716	14.9149	9.76454	6.92882	5.66496	11.1799	11.9035	17.6368	22.142	17.4437	29	1	15	19	28	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4608"	17	82	0.682063	0.916774	0.703933	0.73443	0.834994	1.05655	2.28252	2.83953	4.15492	1.96196	2.21267	3.61324	2.26757	1.09192	0.714315	2.06557	1.27611	2.47982	0.960741	3.75977	27.5408	60.9931	30.719	30.1274	92.4298	77.9113	157.463	177.71	241.285	108.999	0.580645	0.806452	0.733333	0.548387	0.25	0.677419	0.5	0.354839	0.133333	0.666667	5.25405	6.14909	5.96268	5.6349	2.29005	3.38985	6.22204	8.84022	12.7992	11.2004	0	0	0	0	0	0	0	0	0	0	9.19746	10.5389	10.1801	10.2279	9.11561	7.61712	12.8081	15.8631	20.2275	17.7162	19	12	14	15	18.5	26	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"4610"	19	82	0.607612	0.918196	0.56064	0.392552	0.899133	1.35983	2.04773	2.94709	2.98529	1.64511	2.16033	1.76654	1.40394	2.26639	3.10998	1.27076	1.75036	2.59692	2.38675	1.61362	35.8474	62.833	35.3612	27.1598	52.9676	100.062	155.689	183.945	171.898	112.568	0.451613	0.516129	0.566667	0.516129	0.821429	0.451613	0.3	0.580645	0.5	0.4	2.57073	9.86039	5.29459	0.758084	4.83226	5.61579	5.07939	9.86248	12.4135	11.3423	0	0	0	0	0	0	0	0	0	0	5.76309	15.5863	9.20914	4.76501	9.12584	11.9736	12.355	16.8634	18.7046	19.2112	28	0	20	24	14	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4611"	20	82	0.504127	0.905096	0.708772	0.484246	0.525021	1.12564	1.96229	2.83839	2.91242	2.12984	2.77876	1.67809	3.11838	1.53651	3.06867	3.16728	1.58329	2.60656	2.40073	0.460146	27.3324	72.6373	40.6021	34.674	34.1077	80.354	153.983	179.978	186.487	147.581	0.612903	0.387097	0.6	0.451613	0.464286	0.548387	0.566667	0.290323	0.5	0.266667	1.75142	9.83826	5.23143	4.09105	1.3691	5.08539	5.18792	10.0841	12.5614	10.0411	0	0	0	0	0	0	0	0	0	0	5.40201	16.6125	10.2159	8.13524	4.95722	10.6276	11.7991	16.4657	18.784	19.3298	29	0	17	22	18	15	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4612"	21	82	0.454734	1.12127	0.443228	0.57064	0.564155	0.992389	1.87037	2.56067	3.28534	1.9572	0.867725	0.419097	0.296361	3.65808	2.29359	3.7028	1.78059	1.36264	1.4367	1.29566	36.7278	91.7185	51.0437	26.8706	39.0103	64.272	120.224	159.221	191.599	140.056	0.322581	0.0645161	0.0666667	0.387097	0.464286	0.806452	0.466667	0.548387	0.433333	0.233333	-2.99471	8.17984	2.93378	3.00542	0.73579	3.9311	5.67712	9.33017	13.5888	10.9952	0	0	0	0	0	0	0	0	0	0	1.18919	15.7203	8.92966	7.71133	5.34769	9.30298	12.2797	16.5836	20.1172	19.3393	20	0	15	13	22	17	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0
"4613"	22	82	0.444833	0.660777	0.445125	0.546628	0.663481	0.967726	2.0934	2.80769	3.04572	2.02282	0.978297	2.53539	1.93032	3.53925	1.71232	3.2851	0.213843	1.57129	2.33806	0.638312	36.6017	53.3552	46.4319	23.8174	48.5022	70.4528	144.063	177.856	185.134	146.334	0.258065	0.387097	0.233333	0.580645	0.310345	0.548387	0.133333	0.225806	0.633333	0.2	-0.249785	9.63735	4.54927	4.35139	4.05457	3.97624	5.86417	8.95755	12.3633	11.2469	0	0	0	0	0	0	0	0	0	0	3.27835	15.427	9.47875	8.17503	8.59647	8.80071	12.6599	16.8872	19.0059	19.6836	22	1	16	15	20	24	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4614"	23	82	0.468492	0.879202	0.600579	0.42007	0.643557	1.04958	2.20756	2.22491	2.90319	2.20038	1.99036	1.74645	1.69523	2.72223	1.4834	2.10254	0.996768	3.45942	2.58639	0.909767	36.2075	71.0554	47.0062	27.2091	72.904	57.622	149.169	134.56	171.42	140.123	0.548387	0.580645	0.266667	0.677419	0.357143	0.741935	0.233333	0.709677	0.266667	0.433333	1.9703	7.23242	3.1273	1.68097	0.795157	7.40247	7.06771	10.4715	12.6627	12.7055	0	0	0	0	0	0	0	0	0	0	6.32412	13.7398	8.06599	5.7305	5.49339	12.6194	13.6344	16.4983	19.2913	20.8002	30	3	19	24	24	10	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"4615"	24	82	0.465851	0.826363	0.667808	0.436017	0.6048	1.21342	2.28864	2.47256	3.25444	1.84423	2.0128	5.29597	1.07036	3.26802	0.892406	1.45124	0.433342	3.63304	4.15001	1.50723	33.0789	53.2243	37.5959	22.8812	56.8632	103.494	171.126	170.205	200.31	126.215	0.580645	0.741935	0.1	0.645161	0.357143	0.419355	0.2	0.483871	0.7	0.3	1.63279	8.12265	5.61077	2.3908	2.72213	3.58541	4.88606	10.5323	15.1873	12.3151	0	0	0	0	0	0	0	0	0	0	6.07078	13.5983	10.0255	6.09932	7.54907	10.4241	13.5835	18.1129	22.2303	20.7695	18	3	14	27	20	15.5	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"4616"	25	82	0.610903	0.571529	0.571347	0.46709	0.75092	1.20649	1.37975	1.95953	3.66543	1.95183	1.86095	3.29793	2.20181	3.12045	2.29761	1.32406	3.34559	2.35152	2.83648	1.64663	29.4987	46.4978	32.2358	23.6651	68.7914	86.8641	102.367	127.897	226.004	140.578	0.419355	0.548387	0.566667	0.548387	0.321429	0.354839	0.733333	0.645161	0.433333	0.333333	4.388	8.45389	6.49338	3.14128	0.218898	4.32413	5.73673	8.71564	13.8407	13.23	0	0	0	0	0	0	0	0	0	0	8.70719	13.9628	10.8449	7.3342	5.00646	10.6356	13.0704	15.0859	22.4047	22.796	18	2	11	22	22	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"4618"	27	82	0.376658	0.83756	0.659183	0.324818	0.793559	1.16151	2.24955	2.5655	3.03835	1.40523	0.990294	3.17709	2.3244	1.27307	0.526293	2.14734	2.02238	2.22923	1.67452	3.57009	34.0886	59.3606	43.9464	29.4981	76.6344	91.6338	144.349	157.562	185.094	82.8398	0.612903	0.580645	0.533333	0.419355	0.107143	0.612903	0.4	0.354839	0.333333	0.633333	-3.43724	9.27285	7.05781	2.71654	-0.777284	2.83992	6.64772	10.6407	12.1909	11.8072	0	0	0	0	0	0	0	0	0	0	1.67951	14.6467	13.0436	7.1614	6.07763	8.42813	14.1341	17.7483	19.2258	17.8397	16	0	7	29	18	22	4.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
"4620"	29	82	0.541913	1.23215	0.609508	0.54441	0.558822	1.1598	2.7632	2.94654	2.73	1.87771	1.15013	1.96327	1.53733	2.55212	1.58958	1.74571	0.896288	2.26218	2.89176	1.63697	35.038	82.0773	43.4672	28.4117	36.3765	87.7249	178.992	187.89	157.386	140.047	0.258065	0.483871	0.6	0.645161	0.678571	0.548387	0.333333	0.387097	0.766667	0.233333	-3.61584	9.77589	5.52553	3.60762	1.52038	1.57739	8.63537	8.35872	12.3154	8.7811	0	0	0	0	0	0	0	0	0	0	-0.141423	17.1498	11.2148	7.98941	5.1766	7.53321	16.7274	15.2777	18.7304	17.4919	15	0	8.5	21.5	21	23	3	4	0	0	0	0	0	0	0	0	0	0	0	0	1
"4621"	30	82	0.695737	1.17366	0.631117	0.55355	0.970784	1.11804	2.59332	2.75443	4.02266	1.80714	3.88591	3.38978	2.04182	1.15557	2.27109	2.94241	1.02763	2.68681	0.657099	1.23242	32.9717	72.0603	44.0137	30.9888	68.604	61.9956	177.769	173.817	232.079	117.754	0.709677	0.612903	0.533333	0.322581	0.655172	0.645161	0.233333	0.580645	0.2	0.4	5.22811	9.61408	5.25557	3.20636	2.72378	5.17754	6.5556	12.0746	13.507	13.7996	0	0	0	0	0	0	0	0	0	0	9.28029	16.0079	9.63842	7.03189	8.19702	9.43729	15.3988	18.9905	20.8989	21.5271	18	2	16	23	20	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4622"	31	82	0.516025	1.12403	0.675793	0.504722	0.840485	1.69403	1.67379	4.2733	3.90343	1.93139	0.862172	2.31726	1.52235	2.12681	1.63571	2.43852	2.95954	0.508091	2.04	1.63199	42.675	72.3684	58.2354	25.6516	58.945	113.166	122.297	271.842	237.614	112.053	0.387097	0.548387	0.3	0.16129	0.642857	0.483871	0.533333	0.0967742	0.333333	0.433333	2.75607	9.93387	3.77236	6.6994	3.92767	6.98869	5.51701	12.351	13.7072	12.812	0	0	0	0	0	0	0	0	0	0	6.88012	15.9802	9.81218	9.34147	8.82571	14.6554	12.2828	22.7795	21.9471	19.0616	28	0	15	22	17	2	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4623"	32	82	0.609652	1.28967	0.545182	0.564784	1.07596	1.76542	2.48378	3.86244	3.30868	2.15064	1.2835	0.748437	1.15735	2.50059	2.98729	0.293552	1.6855	0.27596	3.00306	1.43886	31.9605	85.176	61.6682	31.6114	66.5091	136.676	178.181	254.259	194.675	147.628	0.258065	0.354839	0.2	0.419355	0.642857	0.0967742	0.433333	0.193548	0.633333	0.133333	4.19624	10.9053	3.90837	3.0205	6.48645	5.94704	5.87152	12.1409	12.9667	13.1262	0	0	0	0	0	0	0	0	0	0	7.60272	17.9755	10.341	7.40393	12.9586	13.8874	14.0562	22.1437	19.771	21.4986	24	0	12.5	17	3	6	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4625"	34	82	0.527628	1.1397	0.577305	0.464691	0.829615	1.39326	2.42641	4.46565	3.78185	2.29896	0.253689	0.978099	2.10639	1.37338	0.884618	1.78113	0.851926	2.58182	3.06767	1.56968	47.8504	79.8997	42.1936	42.9191	76.8512	90.7626	156.361	267.479	218.567	143.599	0.16129	0.225806	0.533333	0.258065	0.206897	0.483871	0.433333	0.290323	0.6	0.266667	1.7144	8.60244	4.85727	2.24835	2.78116	6.16229	7.12646	12.1323	13.804	13.9002	0	0	0	0	0	0	0	0	0	0	5.86713	15.0419	9.40333	6.27522	8.90066	11.8827	14.3372	21.8386	21.7567	22.915	27	0	17	26	18	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4626"	35	82	0.555685	1.10644	0.583661	0.412669	0.727741	1.68151	2.26894	3.21553	4.19139	1.87185	1.89542	1.84607	2.60249	2.08782	0.570819	0.143032	2.97467	3.07062	1.91113	1.45716	35.4126	82.1243	37.2462	36.1394	60.3471	131.202	148.355	192.137	233.474	120.749	0.548387	0.354839	0.8	0.258065	0.25	0	0.633333	0.548387	0.333333	0.4	5.04768	6.92074	7.1231	3.30836	1.84308	4.47618	9.17862	12.1857	14.7131	12.445	0	0	0	0	0	0	0	0	0	0	9.13497	12.6868	11.6881	6.78287	5.18517	12.5013	16.6187	19.6219	22.7599	19.5121	8	3.5	6	22	27	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4629"	38	82	0.611	1.54656	0.817075	0.504551	0.916498	1.45003	2.92519	2.83539	4.46519	2.18712	1.27526	0.41118	0.599636	1.44332	1.6635	0.724209	0.373559	1.63522	0.633252	2.50517	40.0206	87.6238	53.4512	26.554	57.4717	108.571	188.291	165.207	241.871	123.024	0.290323	0.290323	0.266667	0.419355	0.448276	0.16129	0.0666667	0.387097	0.166667	0.533333	2.78849	12.0517	5.98361	2.10645	1.44811	3.90422	7.58927	9.51474	14.4408	12.1451	0	0	0	0	0	0	0	0	0	0	6.4557	19.1207	11.2243	5.57308	5.13195	10.3363	15.7274	15.6634	22.6452	18.7103	23	0	9.5	24	26	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"4630"	39	82	0.48011	1.31619	0.767667	0.517231	1.11864	2.01131	3.06296	3.6165	3.18057	2.61287	0.135059	1.39638	3.1189	1.28778	2.56181	0.324412	0.533597	2.95842	4.16905	0.968178	40.5978	72.8465	40.4113	31.3063	63.0293	134.797	202.899	205.99	173.729	152.189	0.193548	0.483871	0.7	0.354839	0.607143	0.193548	0.166667	0.387097	0.8	0.0666667	-0.638586	9.78235	5.74474	1.45396	5.58683	7.58225	6.29828	11.5384	14.9403	10.9028	0	0	0	0	0	0	0	0	0	0	2.92908	15.6275	9.43661	4.54917	10.6893	14.1761	15.0824	18.9391	20.5965	18.6895	21	0	19	19	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"4631"	40	82	0.913698	1.56516	0.781472	0.664573	1.1278	1.69229	1.84361	3.85345	3.67176	2.69365	2.14887	1.68934	2.60104	3.07886	0.32833	0.861133	4.1979	0.675657	1.72524	0.102959	47.7651	95.138	43.054	28.6036	81.1693	102.359	113.322	217.802	198.84	163.242	0.387097	0.354839	0.7	0.451613	0.142857	0.193548	0.833333	0.225806	0.366667	0.0666667	3.75381	9.03382	7.35505	5.18574	4.05333	6.41109	8.08927	13.3188	15.0603	12.9067	0	0	0	0	0	0	0	0	0	0	7.75014	16.0691	11.2865	8.59355	10.1225	12.3033	12.9637	21.1537	21.9562	22.7627	17	5	7	20	13	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4632"	41	82	0.747032	1.22082	0.73184	0.62506	0.944867	1.42296	2.27486	3.64056	3.92897	2.01342	1.61765	3.71669	1.23998	1.695	1.70867	1.61376	2.43944	1.99306	1.53179	3.60038	38.9685	60.1111	49.627	29.8992	64.8903	96.4201	142.018	204.503	218.202	115.194	0.483871	0.709677	0.533333	0.580645	0.535714	0.451613	0.466667	0.451613	0.4	0.633333	5.1224	10.0726	3.67317	4.57271	3.87305	6.67881	8.97268	13.5635	13.9765	13.6245	0	0	0	0	0	0	0	0	0	0	9.12073	14.4751	8.17321	8.02503	7.57383	12.5836	15.1097	20.8583	20.761	19.932	18	0	18	19	21	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4634"	43	82	0.574085	1.117	0.599626	0.547044	0.847756	1.12778	1.92885	3.29946	4.01984	2.06116	2.5406	4.16214	3.21265	2.19848	1.61891	4.35042	2.45626	1.56179	1.51181	1.81035	38.9607	63.6349	37.8077	26.1298	63.3511	75.5469	127.404	184.81	226.742	121.819	0.612903	0.548387	0.833333	0.580645	0.535714	0.774194	0.6	0.322581	0.3	0.266667	3.89503	10.5165	7.10019	6.07877	4.1414	7.12054	7.42614	12.6335	14.303	14.4303	0	0	0	0	0	0	0	0	0	0	7.61537	14.9	10.9869	9.91247	8.61352	11.9998	12.5089	20.3204	22.0451	21.1025	23	0	10.5	15	17	9	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"4635"	44	82	0.800156	1.3133	0.660611	0.640002	1.32585	1.52823	2.71509	3.13978	4.00162	1.68547	0.801916	2.46035	1.71297	1.50499	2.87096	1.83189	0.401464	1.87751	1.8631	2.73166	44.774	72.6573	48.1484	42.9222	57.6762	105.063	166.724	184.292	224.053	97.0857	0.387097	0.580645	0.433333	0.354839	0.678571	0.258065	0.233333	0.516129	0.333333	0.466667	4.32798	13.1022	5.18559	2.12809	6.29488	6.77062	7.96069	11.5751	15.3867	11.6677	0	0	0	0	0	0	0	0	0	0	8.27232	18.9932	9.88148	6.27021	11.1974	13.5018	16.2469	17.9488	22.8194	17.5428	17	0	13	24.5	10	3	1	0.5	0	0	0	0	0	0	0	0	0	0	1	0	0
"4636"	45	82	0.545506	1.19355	0.649658	0.479728	0.964278	1.80645	2.81624	2.88147	3.86407	2.2463	1.5292	2.31821	4.01625	2.48133	0.875924	0.56623	1.12864	2.32376	1.17551	0.870012	40.9367	67.3958	36.2498	23.726	77.7898	134.028	173.943	177.334	217.479	136.256	0.580645	0.451613	0.5	0.580645	0.25	0.16129	0.3	0.451613	0.166667	0.3	1.75717	9.89053	8.05325	5.64848	1.86762	6.83685	7.92065	12.0776	17.7244	12.3184	0	0	0	0	0	0	0	0	0	0	5.68692	16.3726	11.8085	9.03059	7.39794	15.3412	16.7345	19.2969	25.3118	20.366	18	0	8	16	19	1	5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"4637"	46	82	0.658372	1.18824	0.780374	0.614668	1.15274	1.81179	2.42835	3.60226	4.06341	2.45093	3.32704	1.64682	1.17113	1.93086	0.197435	1.02023	1.86563	1.19115	0.796619	0.342873	31.186	75.7686	45.679	36.125	74.5191	125.868	156.725	222.605	225.604	150.353	0.709677	0.451613	0.5	0.516129	0.137931	0.354839	0.6	0.258065	0.233333	0.1	3.76452	7.18585	7.17429	4.10066	4.01438	4.8232	8.40276	10.7335	15.3184	12.9987	0	0	0	0	0	0	0	0	0	0	7.41997	13.5557	12.0968	8.32103	9.10128	11.0831	15.2597	18.1234	22.675	22.1115	25	7	5	22	21	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4638"	47	82	0.614885	1.14638	0.571185	0.461046	0.827308	1.41801	2.36134	3.36839	4.22299	2.55022	1.51187	2.47125	0.864542	1.76608	1.03009	1.57029	2.24733	1.40124	1.62065	1.04439	45.8597	70.3367	45.1698	32.7506	76.7244	108.485	160.244	209.473	246.144	147.389	0.451613	0.516129	0.566667	0.419355	0.428571	0.387097	0.433333	0.258065	0.366667	0.366667	4.31594	10.654	6.78959	2.59355	1.92193	5.52246	8.92514	11.6872	15.8534	14.4356	0	0	0	0	0	0	0	0	0	0	7.90447	16.1324	10.3188	5.78735	6.11626	11.5628	15.6565	19.055	24.2427	22.0579	18	0	13	27	21.5	13	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"4641"	50	82	0.733742	1.43071	0.739119	0.592542	0.99229	1.47947	2.1809	3.61345	3.66658	2.29648	1.48121	1.54534	1.27088	2.19578	1.61346	2.86675	1.65147	2.36121	1.02527	0.7267	36.5595	95.3447	52.8011	42.6359	85.928	97.8755	151.09	214.629	216.472	143.597	0.612903	0.290323	0.4	0.483871	0.310345	0.903226	0.5	0.290323	0.266667	0.133333	5.22963	9.08745	5.05715	3.16155	4.15432	4.92848	6.79521	13.3792	14.4395	11.8915	0	0	0	0	0	0	0	0	0	0	9.16823	14.8082	9.74443	7.14993	10.1707	10.2438	13.972	21.4996	21.6859	19.2394	19	2	16	22	10	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4644"	53	82	0.580608	1.36558	0.595071	0.383923	0.892099	1.81586	2.96831	3.67179	3.76554	2.04865	2.17356	0.887944	2.36605	2.38051	0.937393	0.587658	0.229892	0.0637852	2.75566	2.27687	44.2847	95.4909	34.5167	28.2957	68.6539	140.535	183.761	226.609	204.349	135.251	0.548387	0.387097	0.666667	0.387097	0.428571	0.225806	0.1	0.0322581	0.6	0.466667	3.00401	8.4069	5.1359	-0.708777	4.21051	5.70216	10.5375	12.0591	14.5265	11.4635	0	0	0	0	0	0	0	0	0	0	6.73493	15.2977	9.37479	2.31312	8.55342	13.4872	19.9338	21.242	21.7728	20.0027	21	3	15	25	17	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"4645"	54	82	0.635013	1.20537	0.367262	0.593983	0.662229	1.77772	1.69231	2.89276	2.41511	2.1828	1.60646	1.11826	1.01334	3.49971	0.313387	0.562892	2.41828	2.47923	3.32142	1.18588	35.2085	84.1721	38.355	27.2697	69.587	129.553	127.315	187.169	154.463	133.827	0.419355	0.354839	0.5	0.83871	0.137931	0.193548	0.733333	0.387097	0.666667	0.333333	4.62632	10.3493	7.31359	5.44355	-0.212942	6.54317	6.40134	11.9731	13.7555	13.9506	0	0	0	0	0	0	0	0	0	0	8.59449	16.9791	12.3891	9.63671	4.87614	14.8079	12.8681	19.5493	20.4383	22.6848	18	1	7	16	11	6	5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4647"	56	82	0.572933	0.914216	0.56983	0.600437	0.859084	1.85919	2.08709	2.58757	3.3203	1.78507	1.56516	1.48672	3.10202	1.72308	2.25695	0.498469	1.12593	2.64965	2.95262	2.10755	26.695	60.2417	29.0408	33.4357	54.3069	135.048	151.84	170.998	206.07	113.568	0.645161	0.516129	0.466667	0.548387	0.607143	0.258065	0.266667	0.580645	0.333333	0.5	5.09632	11.4399	5.2046	3.93205	5.13578	5.92665	9.15205	11.0102	14.5401	13.1646	0	0	0	0	0	0	0	0	0	0	8.36419	16.5512	8.83953	7.97494	9.53448	13.2816	15.9247	16.8552	21.2054	19.6016	22.5	0	21	27	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4648"	57	82	0.500176	0.973399	0.551259	0.454457	0.669041	1.3377	2.64775	2.80841	4.20477	2.24406	1.42022	1.52804	1.92856	2.39146	1.96676	1.14492	1.48034	1.66844	0.212057	0.369262	29.5376	68.7407	37.8629	22.3625	59.7788	104.293	179.291	181.811	242.059	148.462	0.419355	0.548387	0.733333	0.516129	0.535714	0.290323	0.3	0.451613	0	0.133333	2.67382	12.0747	8.16183	3.64884	1.71399	4.57683	7.84968	11.2092	14.7378	13.9203	0	0	0	0	0	0	0	0	0	0	6.70357	17.1888	12.0139	7.27001	5.9391	10.7677	16.0848	17.599	23.2057	21.4098	25	0	4	26	25	14	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"4649"	58	82	0.620423	1.02828	0.815847	0.700631	0.929341	1.29084	1.90216	2.40519	2.32048	2.1446	1.98209	1.38259	1.83975	0.991183	1.69491	3.17539	1.50579	4.93174	2.4493	2.37068	30.4156	71.5309	39.1326	31.3645	58.0617	93.3448	145.338	158.23	146.736	134.655	0.645161	0.419355	0.366667	0.387097	0.448276	0.516129	0.633333	0.483871	0.566667	0.433333	3.46289	8.24665	8.86237	7.48353	3.40096	4.2029	6.6492	11.1757	14.7314	10.9863	0	0	0	0	0	0	0	0	0	0	7.01824	13.719	12.8859	11.0656	8.0002	9.06603	13.2656	17.5275	19.8117	17.8434	22	4	9	8	18	20	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"4652"	3	83	0.484938	0.628915	0.543882	0.304822	0.728911	1.42731	1.7185	2.92085	3.46443	1.38511	2.75986	3.69401	3.92723	2.03823	2.43962	0.299711	1.99559	1.02274	1.54776	1.96128	27.8593	54.8517	25.6021	18.0469	54.0669	124.431	114.277	193.626	220.567	103.837	0.511658	0.730118	0.793399	0.556052	0.593352	0.127435	0.705281	0.331843	0.291419	0.49505	1.33906	8.0419	5.96821	1.52599	4.5263	3.505	8.10908	7.21733	10.8597	9.92714	0	0	0	0	0	0	0	0	0	0	4.79592	13.3787	10.2101	4.81002	9.7298	11.6997	14.7962	15.3648	19.6546	17.645	25.0099	0.257426	13.6238	27.5743	17.5743	10.2475	0	0.39604	0	0.019802	0	0	0	0	0	0	0	0	0	0	0
